Country,Factors,Value
Iraq,Family,0.971
Iraq,Health (Life Expectancy),0.536
Iraq,Freedom,0.304
Iraq,Trust (Government Corruption),0.095
Iraq,Generosity,0.148
Mali,Economy (GDP per Capita),0.37
Mali,Family,1.233
Mali,Health (Life Expectancy),0.152
Mali,Freedom,0.367
Mali,Trust (Government Corruption),0.056
Mali,Generosity,0.139
Namibia,Economy (GDP per Capita),0.874
Namibia,Family,1.281
Namibia,Health (Life Expectancy),0.365
Namibia,Freedom,0.519
Namibia,Trust (Government Corruption),0.064
Namibia,Generosity,0.051
Cambodia,Economy (GDP per Capita),0.549
Cambodia,Family,1.088
Cambodia,Health (Life Expectancy),0.457
Cambodia,Freedom,0.696
Cambodia,Trust (Government Corruption),0.065
Cambodia,Generosity,0.256
Burkina Faso,Economy (GDP per Capita),0.314
Burkina Faso,Family,1.097
Burkina Faso,Health (Life Expectancy),0.254
Burkina Faso,Freedom,0.312
Burkina Faso,Trust (Government Corruption),0.128
Burkina Faso,Generosity,0.175
Egypt,Economy (GDP per Capita),0.885
Egypt,Family,1.025
Egypt,Health (Life Expectancy),0.553
Egypt,Freedom,0.312
Egypt,Trust (Government Corruption),0.107
Egypt,Generosity,0.092
Mozambique,Economy (GDP per Capita),0.198
Mozambique,Family,0.902
Mozambique,Health (Life Expectancy),0.173
Mozambique,Freedom,0.531
Mozambique,Trust (Government Corruption),0.158
Mozambique,Generosity,0.206
Kenya,Economy (GDP per Capita),0.493
Kenya,Family,1.048
Kenya,Health (Life Expectancy),0.454
Kenya,Freedom,0.504
Kenya,Trust (Government Corruption),0.055
Kenya,Generosity,0.352
Zambia,Economy (GDP per Capita),0.562
Zambia,Family,1.047
Zambia,Health (Life Expectancy),0.295
Zambia,Freedom,0.503
Zambia,Trust (Government Corruption),0.082
Zambia,Generosity,0.221
Mauritania,Economy (GDP per Capita),0.557
Mauritania,Family,1.245
Mauritania,Health (Life Expectancy),0.292
Mauritania,Freedom,0.129
Mauritania,Trust (Government Corruption),0.093
Mauritania,Generosity,0.134
Ethiopia,Economy (GDP per Capita),0.308
Ethiopia,Family,0.95
Ethiopia,Health (Life Expectancy),0.391
Ethiopia,Freedom,0.452
Ethiopia,Trust (Government Corruption),0.146
Ethiopia,Generosity,0.22
Georgia,Economy (GDP per Capita),0.853
Georgia,Family,0.592
Georgia,Health (Life Expectancy),0.643
Georgia,Freedom,0.375
Georgia,Trust (Government Corruption),0.215
Georgia,Generosity,0.038
Armenia,Economy (GDP per Capita),0.816
Armenia,Family,0.99
Armenia,Health (Life Expectancy),0.666
Armenia,Freedom,0.26
Armenia,Trust (Government Corruption),0.028
Armenia,Generosity,0.077
Myanmar,Economy (GDP per Capita),0.682
Myanmar,Family,1.174
Myanmar,Health (Life Expectancy),0.429
Myanmar,Freedom,0.58
Myanmar,Trust (Government Corruption),0.178
Myanmar,Generosity,0.598
Chad,Economy (GDP per Capita),0.358
Chad,Family,0.907
Chad,Health (Life Expectancy),0.053
Chad,Freedom,0.189
Chad,Trust (Government Corruption),0.06
Chad,Generosity,0.181
Congo (Kinshasa),Economy (GDP per Capita),0.069
Congo (Kinshasa),Family,1.136
Congo (Kinshasa),Health (Life Expectancy),0.204
Congo (Kinshasa),Freedom,0.312
Congo (Kinshasa),Trust (Government Corruption),0.052
Congo (Kinshasa),Generosity,0.197
India,Economy (GDP per Capita),0.721
India,Family,0.747
India,Health (Life Expectancy),0.485
India,Freedom,0.539
India,Trust (Government Corruption),0.093
India,Generosity,0.172
Niger,Economy (GDP per Capita),0.131
Niger,Family,0.867
Niger,Health (Life Expectancy),0.221
Niger,Freedom,0.39
Niger,Trust (Government Corruption),0.099
Niger,Generosity,0.175
Uganda,Economy (GDP per Capita),0.322
Uganda,Family,1.09
Uganda,Health (Life Expectancy),0.237
Uganda,Freedom,0.45
Uganda,Trust (Government Corruption),0.061
Uganda,Generosity,0.259
Benin,Economy (GDP per Capita),0.378
Benin,Family,0.372
Benin,Health (Life Expectancy),0.24
Benin,Freedom,0.44
Benin,Trust (Government Corruption),0.067
Benin,Generosity,0.163
Sudan,Economy (GDP per Capita),0.605
Sudan,Family,1.24
Sudan,Health (Life Expectancy),0.312
Sudan,Freedom,0.016
Sudan,Trust (Government Corruption),0.082
Sudan,Generosity,0.134
Ukraine,Economy (GDP per Capita),0.793
Ukraine,Family,1.413
Ukraine,Health (Life Expectancy),0.609
Ukraine,Freedom,0.163
Ukraine,Trust (Government Corruption),0.011
Ukraine,Generosity,0.187
Togo,Economy (GDP per Capita),0.259
Togo,Family,0.474
Togo,Health (Life Expectancy),0.253
Togo,Freedom,0.434
Togo,Trust (Government Corruption),0.101
Togo,Generosity,0.158
Guinea,Economy (GDP per Capita),0.344
Guinea,Family,0.792
Guinea,Health (Life Expectancy),0.211
Guinea,Freedom,0.394
Guinea,Trust (Government Corruption),0.094
Guinea,Generosity,0.185
Lesotho,Economy (GDP per Capita),0.472
Lesotho,Family,1.215
Lesotho,Health (Life Expectancy),0.079
Lesotho,Freedom,0.423
Lesotho,Trust (Government Corruption),0.112
Lesotho,Generosity,0.116
Angola,Economy (GDP per Capita),0.73
Angola,Family,1.125
Angola,Health (Life Expectancy),0.269
Angola,Freedom,0
Angola,Trust (Government Corruption),0.061
Angola,Generosity,0.079
Madagascar,Economy (GDP per Capita),0.262
Madagascar,Family,0.908
Madagascar,Health (Life Expectancy),0.402
Madagascar,Freedom,0.221
Madagascar,Trust (Government Corruption),0.049
Madagascar,Generosity,0.155
Zimbabwe,Economy (GDP per Capita),0.357
Zimbabwe,Family,1.094
Zimbabwe,Health (Life Expectancy),0.248
Zimbabwe,Freedom,0.406
Zimbabwe,Trust (Government Corruption),0.099
Zimbabwe,Generosity,0.132
Afghanistan,Economy (GDP per Capita),0.332
Afghanistan,Family,0.537
Afghanistan,Health (Life Expectancy),0.255
Afghanistan,Freedom,0.085
Afghanistan,Trust (Government Corruption),0.036
Afghanistan,Generosity,0.191
Botswana,Economy (GDP per Capita),1.017
Botswana,Family,1.174
Botswana,Health (Life Expectancy),0.417
Botswana,Freedom,0.557
Botswana,Trust (Government Corruption),0.092
Botswana,Generosity,0.042
Malawi,Economy (GDP per Capita),0.186
Malawi,Family,0.541
Malawi,Health (Life Expectancy),0.306
Malawi,Freedom,0.531
Malawi,Trust (Government Corruption),0.08
Malawi,Generosity,0.21
Haiti,Economy (GDP per Capita),0.315
Haiti,Family,0.714
Haiti,Health (Life Expectancy),0.289
Haiti,Freedom,0.025
Haiti,Trust (Government Corruption),0.104
Haiti,Generosity,0.392
Liberia,Economy (GDP per Capita),0.076
Liberia,Family,0.858
Liberia,Health (Life Expectancy),0.267
Liberia,Freedom,0.419
Liberia,Trust (Government Corruption),0.03
Liberia,Generosity,0.206
Syria,Economy (GDP per Capita),0.689
Syria,Family,0.382
Syria,Health (Life Expectancy),0.539
Syria,Freedom,0.088
Syria,Trust (Government Corruption),0.144
Syria,Generosity,0.376
Rwanda,Economy (GDP per Capita),0.332
Rwanda,Family,0.896
Rwanda,Health (Life Expectancy),0.4
Rwanda,Freedom,0.636
Rwanda,Trust (Government Corruption),0.444
Rwanda,Generosity,0.2
Yemen,Economy (GDP per Capita),0.442
Yemen,Family,1.073
Yemen,Health (Life Expectancy),0.343
Yemen,Freedom,0.244
Yemen,Trust (Government Corruption),0.064
Yemen,Generosity,0.083
Tanzania,Economy (GDP per Capita),0.455
Tanzania,Family,0.991
Tanzania,Health (Life Expectancy),0.381
Tanzania,Freedom,0.481
Tanzania,Trust (Government Corruption),0.097
Tanzania,Generosity,0.27
South Sudan,Economy (GDP per Capita),0.337
South Sudan,Family,0.608
South Sudan,Health (Life Expectancy),0.177
South Sudan,Freedom,0.112
South Sudan,Trust (Government Corruption),0.106
South Sudan,Generosity,0.224
Central African Republic,Economy (GDP per Capita),0.024
Central African Republic,Family,0
Central African Republic,Health (Life Expectancy),0.01
Central African Republic,Freedom,0.305
Central African Republic,Trust (Government Corruption),0.038
Central African Republic,Generosity,0.218
Burundi,Economy (GDP per Capita),0.091
Burundi,Family,0.627
Burundi,Health (Life Expectancy),0.145
Burundi,Freedom,0.065
Burundi,Trust (Government Corruption),0.076
Burundi,Generosity,0.149
Finland,Economy (GDP per Capita),1.34
Finland,Family,1.587
Finland,Health (Life Expectancy),0.986
Finland,Freedom,0.596
Finland,Trust (Government Corruption),0.393
Finland,Generosity,0.153
Denmark,Economy (GDP per Capita),1.383
Denmark,Family,1.573
Denmark,Health (Life Expectancy),0.996
Denmark,Freedom,0.592
Denmark,Trust (Government Corruption),0.41
Denmark,Generosity,0.252
Norway,Economy (GDP per Capita),1.488
Norway,Family,1.582
Norway,Health (Life Expectancy),1.028
Norway,Freedom,0.603
Norway,Trust (Government Corruption),0.341
Norway,Generosity,0.271
Iceland,Economy (GDP per Capita),1.38
Iceland,Family,1.624
Iceland,Health (Life Expectancy),1.026
Iceland,Freedom,0.591
Iceland,Trust (Government Corruption),0.118
Iceland,Generosity,0.354
Netherlands,Economy (GDP per Capita),1.396
Netherlands,Family,1.522
Netherlands,Health (Life Expectancy),0.999
Netherlands,Freedom,0.557
Netherlands,Trust (Government Corruption),0.298
Netherlands,Generosity,0.322
Switzerland,Economy (GDP per Capita),1.452
Switzerland,Family,1.526
Switzerland,Health (Life Expectancy),1.052
Switzerland,Freedom,0.572
Switzerland,Trust (Government Corruption),0.343
Switzerland,Generosity,0.263
Sweden,Economy (GDP per Capita),1.387
Sweden,Family,1.487
Sweden,Health (Life Expectancy),1.009
Sweden,Freedom,0.574
Sweden,Trust (Government Corruption),0.373
Sweden,Generosity,0.267
New Zealand,Economy (GDP per Capita),1.303
New Zealand,Family,1.557
New Zealand,Health (Life Expectancy),1.026
New Zealand,Freedom,0.585
New Zealand,Trust (Government Corruption),0.38
New Zealand,Generosity,0.33
Canada,Economy (GDP per Capita),1.365
Canada,Family,1.505
Canada,Health (Life Expectancy),1.039
Canada,Freedom,0.584
Canada,Trust (Government Corruption),0.308
Canada,Generosity,0.285
Austria,Economy (GDP per Capita),1.376
Austria,Family,1.475
Austria,Health (Life Expectancy),1.016
Austria,Freedom,0.532
Austria,Trust (Government Corruption),0.226
Austria,Generosity,0.244
Australia,Economy (GDP per Capita),1.372
Australia,Family,1.548
Australia,Health (Life Expectancy),1.036
Australia,Freedom,0.557
Australia,Trust (Government Corruption),0.29
Australia,Generosity,0.332
Costa Rica,Economy (GDP per Capita),1.034
Costa Rica,Family,1.441
Costa Rica,Health (Life Expectancy),0.963
Costa Rica,Freedom,0.558
Costa Rica,Trust (Government Corruption),0.093
Costa Rica,Generosity,0.144
Israel,Economy (GDP per Capita),1.276
Israel,Family,1.455
Israel,Health (Life Expectancy),1.029
Israel,Freedom,0.371
Israel,Trust (Government Corruption),0.082
Israel,Generosity,0.261
Luxembourg,Economy (GDP per Capita),1.609
Luxembourg,Family,1.479
Luxembourg,Health (Life Expectancy),1.012
Luxembourg,Freedom,0.526
Luxembourg,Trust (Government Corruption),0.316
Luxembourg,Generosity,0.194
United Kingdom,Economy (GDP per Capita),1.333
United Kingdom,Family,1.538
United Kingdom,Health (Life Expectancy),0.996
United Kingdom,Freedom,0.45
United Kingdom,Trust (Government Corruption),0.278
United Kingdom,Generosity,0.348
Ireland,Economy (GDP per Capita),1.499
Ireland,Family,1.553
Ireland,Health (Life Expectancy),0.999
Ireland,Freedom,0.516
Ireland,Trust (Government Corruption),0.31
Ireland,Generosity,0.298
Germany,Economy (GDP per Capita),1.373
Germany,Family,1.454
Germany,Health (Life Expectancy),0.987
Germany,Freedom,0.495
Germany,Trust (Government Corruption),0.265
Germany,Generosity,0.261
Belgium,Economy (GDP per Capita),1.356
Belgium,Family,1.504
Belgium,Health (Life Expectancy),0.986
Belgium,Freedom,0.473
Belgium,Trust (Government Corruption),0.21
Belgium,Generosity,0.16
United States,Economy (GDP per Capita),1.433
United States,Family,1.457
United States,Health (Life Expectancy),0.874
United States,Freedom,0.454
United States,Trust (Government Corruption),0.128
United States,Generosity,0.28
Czech Republic,Economy (GDP per Capita),1.269
Czech Republic,Family,1.487
Czech Republic,Health (Life Expectancy),0.92
Czech Republic,Freedom,0.457
Czech Republic,Trust (Government Corruption),0.036
Czech Republic,Generosity,0.046
United Arab Emirates,Economy (GDP per Capita),1.503
United Arab Emirates,Family,1.31
United Arab Emirates,Health (Life Expectancy),0.825
United Arab Emirates,Freedom,0.598
United Arab Emirates,Trust (Government Corruption),0.182
United Arab Emirates,Generosity,0.262
Malta,Economy (GDP per Capita),1.3
Malta,Family,1.52
Malta,Health (Life Expectancy),0.999
Malta,Freedom,0.564
Malta,Trust (Government Corruption),0.151
Malta,Generosity,0.375
Mexico,Economy (GDP per Capita),1.07
Mexico,Family,1.323
Mexico,Health (Life Expectancy),0.861
Mexico,Freedom,0.433
Mexico,Trust (Government Corruption),0.073
Mexico,Generosity,0.074
France,Economy (GDP per Capita),1.324
France,Family,1.472
France,Health (Life Expectancy),1.045
France,Freedom,0.436
France,Trust (Government Corruption),0.183
France,Generosity,0.111
Taiwan,Economy (GDP per Capita),1.368
Taiwan,Family,1.43
Taiwan,Health (Life Expectancy),0.914
Taiwan,Freedom,0.351
Taiwan,Trust (Government Corruption),0.097
Taiwan,Generosity,0.242
Chile,Economy (GDP per Capita),1.159
Chile,Family,1.369
Chile,Health (Life Expectancy),0.92
Chile,Freedom,0.357
Chile,Trust (Government Corruption),0.056
Chile,Generosity,0.187
Guatemala,Economy (GDP per Capita),0.8
Guatemala,Family,1.269
Guatemala,Health (Life Expectancy),0.746
Guatemala,Freedom,0.535
Guatemala,Trust (Government Corruption),0.078
Guatemala,Generosity,0.175
Saudi Arabia,Economy (GDP per Capita),1.403
Saudi Arabia,Family,1.357
Saudi Arabia,Health (Life Expectancy),0.795
Saudi Arabia,Freedom,0.439
Saudi Arabia,Trust (Government Corruption),0.132
Saudi Arabia,Generosity,0.08
Qatar,Economy (GDP per Capita),1.684
Qatar,Family,1.313
Qatar,Health (Life Expectancy),0.871
Qatar,Freedom,0.555
Qatar,Trust (Government Corruption),0.167
Qatar,Generosity,0.22
Spain,Economy (GDP per Capita),1.286
Spain,Family,1.484
Spain,Health (Life Expectancy),1.062
Spain,Freedom,0.362
Spain,Trust (Government Corruption),0.079
Spain,Generosity,0.153
Panama,Economy (GDP per Capita),1.149
Panama,Family,1.442
Panama,Health (Life Expectancy),0.91
Panama,Freedom,0.516
Panama,Trust (Government Corruption),0.054
Panama,Generosity,0.109
Brazil,Economy (GDP per Capita),1.004
Brazil,Family,1.439
Brazil,Health (Life Expectancy),0.802
Brazil,Freedom,0.39
Brazil,Trust (Government Corruption),0.086
Brazil,Generosity,0.099
Uruguay,Economy (GDP per Capita),1.124
Uruguay,Family,1.465
Uruguay,Health (Life Expectancy),0.891
Uruguay,Freedom,0.523
Uruguay,Trust (Government Corruption),0.15
Uruguay,Generosity,0.127
Singapore,Economy (GDP per Capita),1.572
Singapore,Family,1.463
Singapore,Health (Life Expectancy),1.141
Singapore,Freedom,0.556
Singapore,Trust (Government Corruption),0.453
Singapore,Generosity,0.271
El Salvador,Economy (GDP per Capita),0.794
El Salvador,Family,1.242
El Salvador,Health (Life Expectancy),0.789
El Salvador,Freedom,0.43
El Salvador,Trust (Government Corruption),0.074
El Salvador,Generosity,0.093
Italy,Economy (GDP per Capita),1.294
Italy,Family,1.488
Italy,Health (Life Expectancy),1.039
Italy,Freedom,0.231
Italy,Trust (Government Corruption),0.03
Italy,Generosity,0.158
Bahrain,Economy (GDP per Capita),1.362
Bahrain,Family,1.368
Bahrain,Health (Life Expectancy),0.871
Bahrain,Freedom,0.536
Bahrain,Trust (Government Corruption),0.11
Bahrain,Generosity,0.255
Slovakia,Economy (GDP per Capita),1.246
Slovakia,Family,1.504
Slovakia,Health (Life Expectancy),0.881
Slovakia,Freedom,0.334
Slovakia,Trust (Government Corruption),0.014
Slovakia,Generosity,0.121
Trinidad & Tobago,Economy (GDP per Capita),1.231
Trinidad & Tobago,Family,1.477
Trinidad & Tobago,Health (Life Expectancy),0.713
Trinidad & Tobago,Freedom,0.489
Trinidad & Tobago,Trust (Government Corruption),0.016
Trinidad & Tobago,Generosity,0.185
Poland,Economy (GDP per Capita),1.206
Poland,Family,1.438
Poland,Health (Life Expectancy),0.884
Poland,Freedom,0.483
Poland,Trust (Government Corruption),0.05
Poland,Generosity,0.117
Uzbekistan,Economy (GDP per Capita),0.745
Uzbekistan,Family,1.529
Uzbekistan,Health (Life Expectancy),0.756
Uzbekistan,Freedom,0.631
Uzbekistan,Trust (Government Corruption),0.24
Uzbekistan,Generosity,0.322
Lithuania,Economy (GDP per Capita),1.238
Lithuania,Family,1.515
Lithuania,Health (Life Expectancy),0.818
Lithuania,Freedom,0.291
Lithuania,Trust (Government Corruption),0.042
Lithuania,Generosity,0.043
Colombia,Economy (GDP per Capita),0.985
Colombia,Family,1.41
Colombia,Health (Life Expectancy),0.841
Colombia,Freedom,0.47
Colombia,Trust (Government Corruption),0.034
Colombia,Generosity,0.099
Slovenia,Economy (GDP per Capita),1.258
Slovenia,Family,1.523
Slovenia,Health (Life Expectancy),0.953
Slovenia,Freedom,0.564
Slovenia,Trust (Government Corruption),0.057
Slovenia,Generosity,0.144
Nicaragua,Economy (GDP per Capita),0.694
Nicaragua,Family,1.325
Nicaragua,Health (Life Expectancy),0.835
Nicaragua,Freedom,0.435
Nicaragua,Trust (Government Corruption),0.127
Nicaragua,Generosity,0.2
Kosovo,Economy (GDP per Capita),0.882
Kosovo,Family,1.232
Kosovo,Health (Life Expectancy),0.758
Kosovo,Freedom,0.489
Kosovo,Trust (Government Corruption),0.006
Kosovo,Generosity,0.262
Argentina,Economy (GDP per Capita),1.092
Argentina,Family,1.432
Argentina,Health (Life Expectancy),0.881
Argentina,Freedom,0.471
Argentina,Trust (Government Corruption),0.05
Argentina,Generosity,0.066
Romania,Economy (GDP per Capita),1.162
Romania,Family,1.232
Romania,Health (Life Expectancy),0.825
Romania,Freedom,0.462
Romania,Trust (Government Corruption),0.005
Romania,Generosity,0.083
Cyprus,Economy (GDP per Capita),1.263
Cyprus,Family,1.223
